Rank,University_Name,State,Region,Division,Early_Career_Pay,Mid_Career_Pay,Make_World_Better_Percent,Stem_Percent,Type,Degree_Length,Room_And_Board,In_State_Tuition,In_State_Total,Out_Of_State_Tuition,Out_Of_State_Total,Total_Enrollment,American_Indian_Alaska_Native_Diversity_Percent,Asian_Diversity_Percent,Black_Diversity_Percent,Hispanic_Diversity_Percent,Native_Hawaiian_Pacific_Islander_Diversity_Percent,Two_Or_More_Races_Diversity_Percent,Total_Minority_Diversity_Percent,Non-Resident_Foreign_Diversity_Percent,Unknown_Diversity_Percent,White_Diversity_Percent,Women_Diversity_Percent,Men_Diversity_Percent
20,Cardinal Stritch University,Wisconsin,Midwest,East North Central,47000,82500,51,2,Private,4 Year,8440,29998,38438,29998,38438,3811,0.01,0.02,0.22,0.08,0,0.02,0.34,0.03,0.03,0.59,0.64,0.36
20,Wisconsin Lutheran College,Wisconsin,Midwest,East North Central,46200,82500,45,10,Private,4 Year,10190,29725,39915,29725,39915,1179,0.01,0.01,0.05,0.05,0,0.02,0.14,0.02,0.01,0.83,0.56,0.45
21,Faulkner University,Alabama,South,East South Central,39400,71300,61,2,Private,4 Year,7750,21690,29440,21690,29440,3335,0.01,0.01,0.45,0.02,0,0.02,0.5,0.02,0.03,0.46,0.6,0.4
21,California State Polytechnic University Pomona,California,West,Pacific,57700,110800,50,30,Public,4 Year,17358,7353,24711,19233,36591,23966,0,0.24,0.03,0.38,0,0.04,0.69,0.05,0.05,0.21,0.44,0.56
21,Saint Mary's College California,California,West,Pacific,59900,110800,51,5,Private,4 Year,15370,47280,62650,47280,62650,4112,0,0.1,0.05,0.22,0.01,0.05,0.44,0.02,0.1,0.44,0.61,0.39
21,Stetson University,Florida,South,South Atlantic,47000,86000,44,7,Private,4 Year,13052,46030,59082,46030,59082,4137,0,0.02,0.07,0.14,0,0.03,0.26,0.05,0.02,0.67,0.56,0.44
21,Savannah College Art and Design,Georgia,South,South Atlantic,46800,80100,34,3,Private,4 Year,14550,36630,51180,36630,51180,11347,0.01,0.05,0.11,0.08,0,0,0.24,0.19,0.05,0.52,0.64,0.36
21,Southern Illinois University Carbondale,Illinois,Midwest,East North Central,49700,90900,54,17,Public,4 Year,10622,14704,25326,14704,25326,17989,0,0.02,0.17,0.07,0,0.03,0.29,0.1,0,0.61,0.46,0.54
21,University Indianapolis,Indiana,Midwest,East North Central,47300,84500,55,5,Private,4 Year,10288,29688,39976,29688,39976,5442,0,0.02,0.08,0.04,0,0.02,0.16,0.08,0.08,0.69,0.67,0.33
21,University Dubuque,Iowa,Midwest,West North Central,44200,79700,48,7,Private,4 Year,9930,34110,44040,34110,44040,2121,0.01,0.02,0.11,0.07,0,0.03,0.23,0.03,0.08,0.66,0.44,0.56
21,Friends University,Kansas,Midwest,West North Central,44700,76500,59,14,Private,4 Year,7972,28415,36387,28415,36387,1882,0.01,0.03,0.11,0.04,0,0.06,0.25,0,0.06,0.69,0.58,0.42
21,University Pikeville,Kentucky,South,East South Central,39000,70700,74,11,Private,4 Year,7800,20950,28750,20950,28750,2458,0,0.01,0.07,0.02,0,0,0.1,0.02,0,0.88,0.51,0.49
21,Grambling State University,Louisiana,South,West South Central,43100,73100,66,10,Public,4 Year,7192,7435,14627,16458,23650,4504,0,0,0.91,0.01,0,0.01,0.94,0.04,0.01,0.02,0.62,0.38
21,Frostburg State University,Maryland,South,South Atlantic,49600,87000,48,19,Public,4 Year,10202,9172,19374,22892,33094,5645,0,0.02,0.26,0.04,0,0.04,0.36,0.02,0.02,0.6,0.52,0.48
21,Andrews University,Michigan,Midwest,East North Central,47600,85000,51,7,Private,4 Year,9078,29288,38366,29288,38366,3418,0,0.09,0.21,0.13,0,0.02,0.46,0.21,0.02,0.31,0.46,0.54
21,Bethel University (Minnesota),Minnesota,Midwest,West North Central,51000,85700,65,9,Private,4 Year,10520,37300,47820,37300,47820,3979,0,0.03,0.06,0.03,0,0.02,0.14,0.01,0.03,0.83,0.63,0.37
21,Lindenwood University,Missouri,Midwest,West North Central,45100,78500,48,9,Private,4 Year,9000,17600,26600,17600,26600,12151,0,0.01,0.17,0.03,0,0.03,0.23,0.1,0.11,0.56,0.59,0.41
21,William Paterson University New Jersey,New Jersey,Northeast,Middle Atlantic,50500,90200,44,7,Public,4 Year,11445,13060,24505,21260,32705,11048,0,0.06,0.13,0.25,0,0.02,0.47,0.01,0.05,0.47,0.58,0.43
21,SUNY Downstate Medical Center,New York,Northeast,Middle Atlantic,64000,109300,83,0,Public,4 Year,,7481,7481,16931,16931,,,,,,,,,,,,,
21,North Carolina Wesleyan College,North Carolina,South,South Atlantic,45300,78800,62,8,Private,4 Year,10800,31000,41800,31000,41800,1872,0.01,0.01,0.48,0.02,0,0.02,0.53,0.04,0.13,0.3,0.58,0.42
21,Cleveland State University,Ohio,Midwest,East North Central,48300,88600,51,20,Public,4 Year,13560,10625,24185,14992,28552,16936,0,0.03,0.17,0.04,0,0.03,0.27,0.09,0.03,0.62,0.55,0.45
21,Mid America Christian University,Oklahoma,South,West South Central,40700,74100,71,0,Private,4 Year,8036,18334,26370,18334,26370,2688,0.04,0.01,0.28,0.07,0,0.04,0.43,0,0.04,0.53,0.65,0.36
21,Corban University,Oregon,West,Pacific,42500,77300,63,1,Private,4 Year,10228,33040,43268,33040,43268,1125,0.01,0.02,0.02,0.03,0.01,0.06,0.15,0.01,0.06,0.78,0.6,0.4
21,Dickinson College,Pennsylvania,Northeast,Middle Atlantic,55800,100100,46,25,Private,4 Year,13698,54661,68359,54661,68359,2364,0,0.02,0.04,0.06,0,0.03,0.16,0.09,0.02,0.74,0.58,0.42
21,Widener University,Pennsylvania,Northeast,Middle Atlantic,55700,100100,57,13,Private,4 Year,14446,45948,60394,45948,60394,4912,0,0.04,0.15,0.05,0,0.02,0.26,0.04,0.03,0.67,0.62,0.39
21,Converse College,South Carolina,South,South Atlantic,39000,71000,60,8,Private,4 Year,10930,18690,29620,18690,29620,1389,0,0,0.07,0.04,0,0.03,0.14,0.01,0.36,0.48,0.92,0.08
21,University Dallas,Texas,South,West South Central,53000,96400,49,16,Private,4 Year,12400,40652,53052,40652,53052,2548,0,0.07,0.08,0.15,0,0.03,0.33,0.12,0.02,0.54,0.47,0.53
21,Longwood University,Virginia,South,South Atlantic,47300,83300,54,9,Public,4 Year,11746,13340,25086,29300,41046,5096,0,0.01,0.08,0.05,0,0.03,0.18,0.01,0.04,0.78,0.68,0.32
21,Cornish College Arts,Washington,West,Pacific,49000,86400,39,0,Private,4 Year,12400,41642,54042,41642,54042,767,0.01,0.06,0.04,0.1,0,0.08,0.29,0.03,0.06,0.63,0.64,0.36
22,University Montevallo,Alabama,South,East South Central,38900,70700,49,7,Public,4 Year,9330,12760,22090,25780,35110,3070,0.01,0.01,0.14,0.03,0,0.02,0.21,0.01,0.06,0.73,0.67,0.33
22,Lynn University,Florida,South,South Atlantic,46100,85000,45,2,Private,4 Year,12170,38210,50380,38210,50380,2613,0,0.01,0.1,0.12,0,0.01,0.24,0.23,0.15,0.39,0.48,0.52
22,Shorter University,Georgia,South,South Atlantic,45600,79900,55,6,Private,4 Year,9400,22370,31770,22370,31770,1566,0.01,0.01,0.23,0.03,0,0.02,0.29,0.04,0.04,0.63,0.59,0.41
22,Saint Francis Medical Center College Nursing,Illinois,Midwest,East North Central,52800,90800,,0,Private,4 Year,3700,20460,24160,20460,24160,682,0,0.03,0.03,0.02,0,0,0.08,0,0.01,0.91,0.9,0.1
22,Ball State University,Indiana,Midwest,East North Central,45600,83700,48,7,Public,4 Year,10234,9896,20130,26468,36702,20655,0,0.01,0.07,0.03,0,0.02,0.13,0.04,0.04,0.79,0.61,0.39
22,University Saint Francis Fort Wayne,Indiana,Midwest,East North Central,45700,83700,63,5,Private,4 Year,12122,36410,48532,36410,48532,2308,0,0.01,0.07,0.06,0,0.02,0.17,0.01,0.02,0.8,0.7,0.3
22,Mount Mercy University,Iowa,Midwest,West North Central,47200,79000,51,4,Private,4 Year,9534,31798,41332,31798,41332,1762,0,0.01,0.04,0.01,0,0.01,0.09,0.03,0.05,0.83,0.71,0.29
22,Bethel College North Newton,Kansas,Midwest,West North Central,42700,73800,54,12,Private,4 Year,8850,28780,37630,28780,37630,483,0,0,0.15,0.1,0,0.02,0.27,0.02,0,0.71,0.51,0.49
22,Kentucky Christian University,Kentucky,South,East South Central,39600,70300,68,3,Private,4 Year,8270,19820,28090,19820,28090,658,0,0.01,0.09,0.01,0,0.01,0.12,0.02,0.2,0.67,0.46,0.54
22,Midway University,Kentucky,South,East South Central,39200,70300,53,3,Private,4 Year,8480,24650,33130,24650,33130,1140,0,0.01,0.09,0.04,0,0.02,0.15,0.03,0.07,0.76,0.83,0.17
22,Southern University New Orleans,Louisiana,South,West South Central,40100,71000,76,13,Public,4 Year,9040,9371,18411,11160,20200,2103,0,0.01,0.84,0.01,0,0,0.85,0,0.12,0.02,0.76,0.24
22,University Maryland Eastern Shore,Maryland,South,South Atlantic,48300,86700,63,14,Public,4 Year,9864,8302,18166,18508,28372,4279,0,0.02,0.67,0.02,0,0.11,0.81,0.03,0.01,0.15,0.56,0.44
22,Merrimack College,Massachusetts,Northeast,New England,56000,102500,50,13,Private,4 Year,15845,41760,57605,41760,57605,3337,0,0.01,0.03,0.05,0,0.01,0.11,0.06,0.19,0.64,0.52,0.48
22,Cleary University,Michigan,Midwest,East North Central,47400,84700,50,0,Private,4 Year,9600,20250,29850,20250,29850,537,0,0.03,0.08,0.02,0,0,0.13,0.06,0.08,0.74,0.54,0.46
22,University Minnesota Morris,Minnesota,Midwest,West North Central,46100,85300,53,27,Public,4 Year,8342,13314,21656,15342,23684,1899,0.07,0.03,0.01,0.04,0,0.11,0.26,0.09,0.01,0.65,0.54,0.46
22,Kansas City Art Institute,Missouri,Midwest,West North Central,42500,77700,37,0,Private,4 Year,10400,38400,48800,38400,48800,,,,,,,,,,,,,
22,Missouri Western State University,Missouri,Midwest,West North Central,43400,77700,53,14,Public,4 Year,,6466,6466,14137,14137,5834,0.01,0.01,0.1,0.01,0,0.03,0.16,0.02,0.03,0.79,0.58,0.42
22,Kean University,New Jersey,Northeast,Middle Atlantic,48200,90000,51,10,Public,4 Year,14470,12348,26818,19383,33853,14359,0,0.06,0.2,0.24,0,0.02,0.51,0.01,0.07,0.41,0.63,0.37
22,Hobart William Smith Colleges,New York,Northeast,Middle Atlantic,56500,108500,46,18,Private,4 Year,14785,55255,70040,55255,70040,2425,0.01,0.03,0.05,0.06,0,0,0.14,0.06,0.12,0.68,0.52,0.48
22,Catawba College,North Carolina,South,South Atlantic,42500,78100,58,11,Private,4 Year,10488,30520,41008,30520,41008,1300,0.01,0.01,0.2,0.04,0,0.02,0.28,0.03,0,0.69,0.53,0.47
22,University Mount Union,Ohio,Midwest,East North Central,48300,88500,41,19,Private,4 Year,10200,31260,41460,31260,41460,2262,0,0.01,0.05,0.02,0,0.04,0.12,0.03,0.04,0.82,0.5,0.5
22,Rogers State University,Oklahoma,South,West South Central,41400,73800,48,11,Public,4 Year,8616,6870,15486,15210,23826,4030,0.13,0.01,0.02,0.05,0,0.18,0.38,0.01,0,0.6,0.63,0.38
22,Multnomah University,Oregon,West,Pacific,40500,76400,82,0,Private,4 Year,8870,25900,34770,25900,34770,753,0.01,0.01,0.04,0.06,0.01,0.04,0.16,0.01,0.04,0.8,0.44,0.56
22,Anderson University (South Carolina),South Carolina,South,South Atlantic,39900,70100,51,5,Private,4 Year,9830,28000,37830,28000,37830,3112,0.01,0.01,0.09,0.03,0,0,0.14,0.01,0.08,0.78,0.66,0.34
22,East Tennessee State University,Tennessee,South,East South Central,43700,77300,57,8,Public,4 Year,8472,9277,17749,28459,36931,14434,0,0.02,0.06,0.02,0,0.02,0.12,0.03,0.01,0.83,0.58,0.42
22,St. Mary's University,Texas,South,West South Central,52900,95300,61,17,Private,4 Year,10270,30650,40920,30650,40920,3712,0.01,0.03,0.04,0.56,0,0,0.63,0.09,0.04,0.24,0.53,0.47
22,Radford University,Virginia,South,South Atlantic,48900,82900,53,10,Public,4 Year,9406,11210,20616,22845,32251,9798,0,0.02,0.11,0.05,0,0.04,0.23,0.01,0.01,0.75,0.58,0.42
22,Bastyr University,Washington,West,Pacific,48400,86300,,0,Private,4 Year,7590,26166,33756,26166,33756,1202,0.01,0.1,0.04,0.04,0,0.06,0.24,0.06,0.06,0.65,0.82,0.18
22,Viterbo University,Wisconsin,Midwest,East North Central,46800,81900,62,3,Private,4 Year,9060,27970,37030,27970,37030,2804,0,0.01,0.02,0.02,0,0.02,0.07,0.01,0.01,0.91,0.73,0.27
23,Judson College,Alabama,South,East South Central,37900,67600,65,13,Private,4 Year,10590,18510,29100,18510,29100,378,0.01,0.01,0.16,0.02,0,0.01,0.2,0.01,0.03,0.75,0.97,0.03
23,University San Francisco,California,West,Pacific,60600,109900,52,6,Private,4 Year,14830,48066,62896,48066,62896,10689,0,0.18,0.04,0.18,0.01,0.06,0.47,0.16,0.05,0.33,0.63,0.37
23,St Thomas University,Florida,South,South Atlantic,47400,84500,57,4,Private,4 Year,11700,33222,44922,33222,44922,2217,0,0.01,0.21,0.47,0,0.02,0.71,0.13,0.03,0.12,0.55,0.45
23,Middle Georgia State University,Georgia,South,South Atlantic,44000,79800,57,11,Public,4 Year,9080,4608,13688,13568,22648,7927,0,0.02,0.33,0.03,0,0.03,0.42,0.01,0,0.57,0.58,0.42
23,Methodist College,Illinois,Midwest,East North Central,51400,90500,,0,Private,4 Year,7440,20800,28240,20800,28240,595,0,0.03,0.1,0.03,0,0.02,0.18,0,0,0.82,0.87,0.13
23,William Penn University,Iowa,Midwest,West North Central,43900,78300,59,7,Private,4 Year,6952,25600,32552,25600,32552,1791,0.01,0.01,0.16,0.08,0,0.02,0.28,0.03,0.03,0.66,0.5,0.5
23,Bethany College (Kansas),Kansas,Midwest,West North Central,39100,73200,61,17,Private,4 Year,10605,28475,39080,28475,39080,717,0,0.01,0.15,0.15,0.01,0.03,0.34,0,0,0.65,0.39,0.61
23,New Orleans Baptist Theological Seminary,Louisiana,South,West South Central,33900,61500,,0,Private,4 Year,2625,7775,10400,7775,10400,,,,,,,,,,,,,
23,Notre Dame Maryland University,Maryland,South,South Atlantic,48300,86400,58,3,Private,4 Year,11850,36900,48750,36900,48750,2764,0.01,0.07,0.23,0.04,0,0,0.35,0.01,0.02,0.62,0.86,0.14
23,Clark University,Massachusetts,Northeast,New England,52600,101400,47,14,Private,4 Year,9170,45730,54900,45730,54900,3423,0,0.05,0.04,0.05,0,0.02,0.16,0.25,0.09,0.51,0.57,0.43
23,Central Michigan University,Michigan,Midwest,East North Central,47700,83600,46,13,Public,4 Year,10076,12960,23036,12960,23036,26879,0.01,0.01,0.11,0.03,0,0.02,0.19,0.04,0.04,0.73,0.57,0.43
23,Concordia College Moorhead,Minnesota,Midwest,West North Central,46800,85200,63,21,Private,4 Year,8230,39878,48108,39878,48108,2398,0.01,0.02,0.02,0.02,0,0.02,0.07,0.04,0.06,0.83,0.6,0.4
23,Bloomfield College,New Jersey,Northeast,Middle Atlantic,48400,89100,55,17,Private,4 Year,11950,29550,41500,29550,41500,2004,0.01,0.03,0.52,0.24,0,0.01,0.81,0.04,0.05,0.11,0.64,0.36
23,Hamilton College,New York,Northeast,Middle Atlantic,62600,108100,45,25,Private,4 Year,13870,54620,68490,54620,68490,1904,0,0.07,0.04,0.08,0,0.03,0.22,0.05,0.09,0.64,0.52,0.48
23,Pfeiffer University,North Carolina,South,South Atlantic,44200,78000,51,4,Private,4 Year,11226,30234,41460,30234,41460,1784,0,0.01,0.26,0.03,0,0.01,0.32,0.05,0.09,0.54,0.64,0.36
23,University Findlay,Ohio,Midwest,East North Central,49100,87900,53,3,Private,4 Year,10000,34360,44360,34360,44360,5172,0,0.01,0.03,0.02,0,0.01,0.07,0.1,0.02,0.81,0.61,0.39
23,University Science and Arts Oklahoma,Oklahoma,South,West South Central,37300,67400,49,11,Public,4 Year,6350,7215,13565,17565,23915,904,0.11,0.01,0.04,0.06,0,0.06,0.29,0.08,0,0.63,0.65,0.36
23,Eastern Oregon University,Oregon,West,Pacific,44000,73900,56,5,Public,4 Year,10040,8679,18719,20739,30779,3653,0.02,0.02,0.03,0.06,0.01,0.01,0.16,0.01,0.07,0.76,0.64,0.36
23,University Scranton,Pennsylvania,Northeast,Middle Atlantic,56400,99700,42,12,Private,4 Year,15182,44532,59714,44532,59714,5589,0,0.03,0.03,0.07,0,0.02,0.15,0.02,0.04,0.79,0.57,0.43
23,Columbia College (South Carolina),South Carolina,South,South Atlantic,39200,68300,56,6,Private,4 Year,7900,19500,27400,19500,27400,1221,0,0.01,0.37,0.05,0,0.04,0.47,0.02,0.01,0.51,0.86,0.14
23,Carson Newman University,Tennessee,South,East South Central,42700,76500,61,5,Private,4 Year,8810,27900,36710,27900,36710,2362,0,0.01,0.07,0.01,0,0,0.09,0.05,0.14,0.73,0.6,0.41
23,University Houston Clear Lake,Texas,South,West South Central,50700,94800,48,29,Public,4 Year,,8500,8500,24731,24731,8665,0.01,0.06,0.09,0.26,0.02,0.02,0.46,0.16,0.01,0.37,0.62,0.38
23,University Virginia's College Wise,Virginia,South,South Atlantic,46500,82600,53,5,Public,4 Year,10438,10119,20557,27176,37614,2183,0,0.01,0.1,0.02,0,0,0.14,0,0.07,0.79,0.6,0.4
23,Evergreen State College,Washington,West,Pacific,47500,83500,47,0,Public,4 Year,11346,7949,19295,26459,37805,4219,0.03,0.02,0.05,0.08,0,0.07,0.26,0.01,0.08,0.66,0.55,0.45
23,Concordia University Wisconsin,Wisconsin,Midwest,East North Central,46700,81600,61,9,Private,4 Year,10860,29450,40310,29450,40310,8161,0.01,0.02,0.12,0.03,0,0.03,0.21,0.04,0.06,0.69,0.69,0.32
24,Amridge University,Alabama,South,East South Central,35700,65900,,0,Private,4 Year,,6900,6900,6900,6900,625,0,0.01,0.41,0.01,0,0,0.42,0,0.29,0.29,0.6,0.41
24,Golden Gate University San Francisco,California,West,Pacific,59200,109800,49,3,Private,4 Year,,15840,15840,15840,15840,2909,0,0.17,0.07,0.1,0.02,0.02,0.37,0.14,0.19,0.3,0.55,0.45
24,Barry University,Florida,South,South Atlantic,47400,84400,66,12,Private,4 Year,11100,29850,40950,29850,40950,8518,0,0.02,0.25,0.24,0,0.01,0.52,0.07,0.18,0.23,0.66,0.34
24,Covenant College,Georgia,South,South Atlantic,44400,79400,62,19,Private,4 Year,10260,34330,44590,34330,44590,1173,0,0.02,0.03,0.03,0,0.02,0.1,0.03,0.02,0.85,0.59,0.41
24,Southern Illinois University Edwardsville,Illinois,Midwest,East North Central,51400,90100,50,21,Public,4 Year,11121,12132,23253,25817,36938,13972,0,0.02,0.13,0.04,0,0.03,0.22,0.03,0.02,0.73,0.54,0.46
24,Indiana University Purdue University Fort Wayne,Indiana,Midwest,East North Central,47300,83200,52,17,Public,4 Year,5996,8450,14446,20288,26284,13214,0,0.03,0.05,0.05,0,0.03,0.15,0.02,0.01,0.83,0.56,0.45
24,Upper Iowa University,Iowa,Midwest,West North Central,44200,78000,56,3,Private,4 Year,8454,30450,38904,30450,38904,,,,,,,,,,,,,
24,Manhattan Christian College,Kansas,Midwest,West North Central,39400,72200,,0,Private,4 Year,9092,15850,24942,15850,24942,311,0.02,0,0.03,0.03,0,0.01,0.08,0.05,0.11,0.76,0.47,0.53
24,Campbellsville University,Kentucky,South,East South Central,37600,66800,50,7,Private,4 Year,8000,25400,33400,25400,33400,3427,0,0.01,0.11,0.02,0,0.01,0.15,0.07,0.02,0.77,0.58,0.42
24,Maryland Institute College Art,Maryland,South,South Atlantic,49000,84500,40,0,Private,4 Year,13280,48630,61910,48630,61910,2262,0,0.12,0.06,0.06,0,0.05,0.29,0.13,0.06,0.52,0.72,0.28
24,Smith College,Massachusetts,Northeast,New England,52700,98200,51,26,Private,4 Year,17520,52404,69924,52404,69924,2989,0,0.12,0.05,0.09,0,0.04,0.3,0.13,0.08,0.48,0.98,0.02
24,Lake Superior State University,Michigan,Midwest,East North Central,45900,83500,48,14,Public,4 Year,9882,12090,21972,12090,21972,2407,0.09,0.01,0.03,0.02,0,0,0.15,0.07,0.02,0.77,0.52,0.48
24,Minneapolis College Art and Design,Minnesota,Midwest,West North Central,47400,84700,39,0,Private,4 Year,5610,39210,44820,39210,44820,783,0.01,0.07,0.04,0.06,0,0,0.18,0,0.25,0.57,0.66,0.34
24,Stephens College,Missouri,Midwest,West North Central,42800,77200,47,6,Private,4 Year,10632,30950,41582,30950,41582,862,0,0.01,0.14,0.04,0.01,0.06,0.25,0,0.02,0.72,0.96,0.04
24,New Jersey City University,New Jersey,Northeast,Middle Atlantic,48700,87600,55,9,Public,4 Year,12738,12051,24789,21573,34311,8136,0,0.08,0.2,0.32,0,0.01,0.62,0.02,0.08,0.29,0.63,0.37
24,Pace University New York,New York,Northeast,Middle Atlantic,59800,107800,40,14,Private,4 Year,19200,45280,64480,45280,64480,12857,0,0.09,0.11,0.12,0,0.03,0.35,0.14,0.05,0.47,0.61,0.4
24,Stony Brook University,New York,Northeast,Middle Atlantic,59200,107800,49,35,Public,4 Year,13698,9625,23323,27295,40993,24607,0,0.19,0.06,0.09,0,0.02,0.36,0.17,0.08,0.39,0.49,0.51
24,Barton College,North Carolina,South,South Atlantic,42400,77900,62,6,Private,4 Year,10120,30880,41000,30880,41000,1035,0.01,0.01,0.24,0.05,0,0.03,0.34,0.03,0.05,0.58,0.69,0.31
24,Wright State University,Ohio,Midwest,East North Central,50300,87800,49,31,Public,4 Year,11832,9254,21086,18398,30230,16842,0,0.03,0.12,0.03,0,0.04,0.21,0.11,0.01,0.68,0.52,0.48
24,New Hope Christian College Eugene,Oregon,West,Pacific,34200,61600,,0,Private,4 Year,6300,14880,21180,14880,21180,162,0.01,0.04,0.04,0.09,0.04,0.09,0.31,0.03,0.06,0.61,0.49,0.51
24,Grove City College,Pennsylvania,Northeast,Middle Atlantic,54400,98400,53,29,Private,4 Year,9770,17930,27700,17930,27700,,,,,,,,,,,,,
24,Benedict College,South Carolina,South,South Atlantic,38100,67500,61,19,Private,4 Year,6200,16600,22800,16600,22800,2444,0,0,0.99,0,0,0,1,0,0,0,0.5,0.5
24,Maryville College,Tennessee,South,East South Central,42800,75300,68,16,Private,4 Year,11424,34880,46304,34880,46304,1213,0.01,0.01,0.11,0.03,0,0.03,0.19,0.03,0.01,0.78,0.54,0.46
24,Amberton University,Texas,South,West South Central,52800,93600,57,0,Private,4 Year,,12840,12840,12840,12840,,,,,,,,,,,,,
24,Virginia State University,Virginia,South,South Atlantic,44900,81800,61,14,Public,4 Year,11208,9056,20264,19576,30784,5025,0,0.01,0.85,0.02,0,0,0.88,0,0.09,0.03,0.6,0.4
24,Clark College,Washington,West,Pacific,43500,78400,,9,Public,2 Year,,4287,4287,9718,9718,10911,0.01,0.04,0.02,0.09,0.01,0.08,0.23,0.01,0.06,0.69,0.57,0.43
24,University Wisconsin Parkside,Wisconsin,Midwest,East North Central,46000,81400,47,17,Public,4 Year,8026,7529,15555,15518,23544,4543,0,0.03,0.09,0.12,0,0.04,0.28,0.02,0,0.7,0.52,0.48
25,Miles College,Alabama,South,East South Central,34800,65100,64,19,Private,4 Year,7042,11604,18646,11604,18646,1782,0,0,0.97,0,0,0.01,0.98,0,0,0.02,0.49,0.51
25,University San Diego,California,West,Pacific,58900,109400,48,12,Private,4 Year,12980,49358,62338,49358,62338,8349,0.01,0.08,0.04,0.18,0,0.05,0.35,0.07,0.05,0.53,0.57,0.43
25,Florida Agricultural and Mechanical University,Florida,South,South Atlantic,48000,83900,62,8,Public,4 Year,10594,5827,16421,17768,28362,10241,0,0.01,0.88,0.02,0,0,0.92,0.01,0,0.07,0.62,0.38
25,Columbus State University,Georgia,South,South Atlantic,43300,77900,59,10,Public,4 Year,9880,7200,17080,20682,30562,8192,0,0.02,0.36,0.05,0,0.02,0.46,0.01,0,0.53,0.6,0.4
25,Lewis University,Illinois,Midwest,East North Central,49700,89800,53,14,Private,4 Year,10578,32450,43028,32450,43028,6689,0,0.03,0.09,0.16,0,0.02,0.3,0.01,0.04,0.64,0.6,0.4
25,Iowa Wesleyan University,Iowa,Midwest,West North Central,42600,77200,60,8,Private,4 Year,10500,30500,41000,30500,41000,473,0.01,0.01,0.06,0.04,0,0.02,0.14,0.05,0.21,0.6,0.6,0.4
25,Central Christian College Kansas,Kansas,Midwest,West North Central,37100,66100,,2,Private,4 Year,8286,26674,34960,26674,34960,1165,0.02,0.01,0.18,0.09,0,0.02,0.32,0.01,0.22,0.46,0.49,0.51
25,Lindsey Wilson College,Kentucky,South,East South Central,35300,64100,52,2,Private,4 Year,9385,24850,34235,24850,34235,2641,0.01,0.01,0.1,0.01,0,0.01,0.13,0,0.2,0.67,0.61,0.39
25,Hood College,Maryland,South,South Atlantic,47900,82600,49,32,Private,4 Year,12700,39492,52192,39492,52192,2365,0,0.03,0.11,0.06,0,0.03,0.23,0.07,0.04,0.66,0.64,0.37
25,Wheaton College (Massachusetts),Massachusetts,Northeast,New England,52600,97500,46,28,Private,4 Year,13424,52626,66050,52626,66050,1587,0,0.04,0.06,0.07,0,0.03,0.2,0.1,0.02,0.68,0.64,0.36
25,Saginaw Valley State University,Michigan,Midwest,East North Central,46400,82200,54,12,Public,4 Year,10186,10308,20494,24215,34401,9829,0,0.01,0.1,0.03,0,0.02,0.16,0.06,0.06,0.72,0.59,0.41
25,St Catherine University,Minnesota,Midwest,West North Central,48800,82600,65,2,Private,4 Year,9260,39669,48929,39669,48929,5055,0.01,0.08,0.08,0.05,0,0.02,0.23,0.01,0.06,0.7,0.94,0.06
25,Columbia College (Missouri),Missouri,Midwest,West North Central,44100,76600,52,2,Private,4 Year,7808,22704,30512,22704,30512,16567,0.01,0.01,0.24,0.07,0.01,0.03,0.37,0.01,0.06,0.56,0.59,0.41
25,Stockton University,New Jersey,Northeast,Middle Atlantic,47400,85800,49,16,Public,4 Year,12282,13739,26021,20866,33148,8570,0,0.05,0.06,0.1,0,0.03,0.24,0,0.02,0.74,0.61,0.39
25,Western Carolina University,North Carolina,South,South Atlantic,44700,77700,58,8,Public,4 Year,9682,4220,13902,8220,17902,10382,0.01,0.01,0.06,0.05,0,0.03,0.17,0.03,0.01,0.8,0.56,0.44
25,Bowling Green State University,Ohio,Midwest,East North Central,47200,87500,45,11,Public,4 Year,9168,11105,20273,19093,28261,16554,0,0.01,0.09,0.04,0,0.03,0.17,0.04,0.03,0.76,0.57,0.43
25,Pennsylvania State University Penn State Erie Behrend College,Pennsylvania,Northeast,Middle Atlantic,58800,97900,44,32,Public,4 Year,11570,15198,26768,24450,36020,4138,0,0.03,0.04,0.03,0,0.01,0.11,0.07,0.02,0.8,0.35,0.65
25,Columbia International University,South Carolina,South,South Atlantic,36600,66200,62,0,Private,4 Year,8150,23690,31840,23690,31840,1103,0,0.03,0.18,0.03,0,0.02,0.26,0.05,0.03,0.66,0.48,0.52
25,Milligan College,Tennessee,South,East South Central,41200,74900,63,5,Private,4 Year,7100,33700,40800,33700,40800,1164,0,0.01,0.04,0.05,0,0.02,0.12,0.03,0.01,0.85,0.65,0.35
25,Southwestern University,Texas,South,West South Central,51800,93500,51,19,Private,4 Year,12000,42000,54000,42000,54000,1538,0,0.03,0.05,0.19,0,0.03,0.3,0.05,0.01,0.65,0.58,0.42
25,Ferrum College,Virginia,South,South Atlantic,43000,80600,54,6,Private,4 Year,11500,34175,45675,34175,45675,1451,0,0.01,0.3,0.05,0,0.05,0.41,0.01,0.03,0.55,0.47,0.53
25,Heritage University,Washington,West,Pacific,41100,73600,,17,Private,4 Year,,18124,18124,18124,18124,1241,0.05,0.02,0.01,0.47,0,0.04,0.59,0.01,0.06,0.35,0.74,0.26
