Rank,University_Name,State,Region,Division,Early_Career_Pay,Mid_Career_Pay,Make_World_Better_Percent,Stem_Percent,Type,Degree_Length,Room_And_Board,In_State_Tuition,In_State_Total,Out_Of_State_Tuition,Out_Of_State_Total,Total_Enrollment,American_Indian_Alaska_Native_Diversity_Percent,Asian_Diversity_Percent,Black_Diversity_Percent,Hispanic_Diversity_Percent,Native_Hawaiian_Pacific_Islander_Diversity_Percent,Two_Or_More_Races_Diversity_Percent,Total_Minority_Diversity_Percent,Non-Resident_Foreign_Diversity_Percent,Unknown_Diversity_Percent,White_Diversity_Percent,Women_Diversity_Percent,Men_Diversity_Percent
6,University Maryland Baltimore County,Maryland,South,South Atlantic,58100,103600,54,45,Public,4 Year,11696,11778,23474,26872,38568,13979,0,0.18,0.16,0.06,0,0.03,0.42,0.08,0.05,0.45,0.46,0.54
6,MCPHS University,Massachusetts,Northeast,New England,65900,121800,71,2,Private,4 Year,16400,32705,49105,32705,49105,6935,0,0.21,0.05,0.03,0,0,0.29,0.12,0.23,0.36,0.67,0.33
6,University Michigan Dearborn,Michigan,Midwest,East North Central,55700,99500,39,37,Public,4 Year,,12930,12930,25158,25158,8923,0,0.06,0.09,0.05,0,0.03,0.24,0.09,0.03,0.65,0.47,0.53
6,Macalester College,Minnesota,Midwest,West North Central,53600,100400,51,31,Private,4 Year,12156,54344,66500,54344,66500,2073,0,0.07,0.02,0.06,0,0.05,0.21,0.14,0,0.66,0.61,0.4
6,Jackson State University,Mississippi,South,East South Central,41700,74600,67,16,Public,4 Year,9552,8226,17778,19454,29006,9508,0,0.01,0.89,0,0,0.01,0.92,0.03,0,0.06,0.65,0.35
6,William Jewell College,Missouri,Midwest,West North Central,51400,94500,60,12,Private,4 Year,9930,34400,44330,34400,44330,1060,0,0.01,0.06,0.03,0,0.06,0.16,0.04,0.02,0.77,0.6,0.4
6,University Nebraska Omaha,Nebraska,Midwest,West North Central,49400,89500,52,18,Public,4 Year,9950,8417,18367,22689,32639,15227,0,0.03,0.06,0.09,0,0.04,0.21,0.06,0.03,0.7,0.53,0.47
6,New England College,New Hampshire,Northeast,New England,45700,86400,43,24,Private,4 Year,14222,37914,52136,37914,52136,2399,0.01,0.02,0.17,0.06,0,0.01,0.27,0.04,0.07,0.63,0.59,0.41
6,Rutgers University Newark,New Jersey,Northeast,Middle Atlantic,57900,101800,52,11,Public,4 Year,13536,14409,27945,30717,44253,11314,0,0.18,0.16,0.19,0.01,0.02,0.56,0.07,0.06,0.31,0.49,0.51
6,College New Jersey,New Jersey,Northeast,Middle Atlantic,58200,101800,44,16,Public,4 Year,13617,16551,30168,28266,41883,7409,0,0.1,0.05,0.12,0,0.01,0.28,0,0.07,0.65,0.6,0.4
6,New Mexico Highlands University,New Mexico,West,Mountain,40400,73800,63,4,Public,4 Year,7872,6150,14022,10302,18174,3546,0.07,0.01,0.05,0.53,0.01,0.01,0.67,0.06,0.04,0.24,0.64,0.36
6,Rensselaer Polytechnic Institute,New York,Northeast,Middle Atlantic,71300,134100,49,78,Private,4 Year,15260,53880,69140,53880,69140,6835,0,0.09,0.03,0.06,0,0.06,0.24,0.17,0.02,0.57,0.3,0.7
6,Elon University,North Carolina,South,South Atlantic,53600,93700,43,7,Private,4 Year,12230,35319,47549,35319,47549,6483,0,0.02,0.06,0.05,0,0.02,0.15,0.02,0.01,0.82,0.6,0.41
6,University Mary,North Dakota,Midwest,West North Central,46400,79100,64,3,Private,4 Year,6890,18720,25610,18720,25610,2809,0.02,0.01,0.03,0.03,0,0.02,0.1,0.02,0.08,0.81,0.65,0.35
6,Ohio Northern University,Ohio,Midwest,East North Central,54400,103900,49,22,Private,4 Year,11650,32260,43910,32260,43910,3695,0,0.02,0.03,0.01,0,0.03,0.09,0.06,0.07,0.78,0.51,0.49
6,Southwestern Oklahoma State University,Oklahoma,South,West South Central,47900,90800,58,5,Public,4 Year,5830,7035,12865,13935,19765,4994,0.04,0.03,0.05,0.07,0,0.07,0.27,0.04,0.02,0.68,0.59,0.41
6,Willamette University,Oregon,West,Pacific,52200,97700,49,14,Private,4 Year,12440,50074,62514,50074,62514,2780,0.01,0.07,0.02,0.1,0,0.07,0.27,0.1,0.05,0.59,0.54,0.46
6,Lafayette College,Pennsylvania,Northeast,Middle Atlantic,66500,122500,37,47,Private,4 Year,15640,52880,68520,52880,68520,2503,0,0.03,0.05,0.07,0,0.02,0.17,0.08,0.07,0.68,0.47,0.53
6,Salve Regina University,Rhode Island,Northeast,New England,53000,93900,50,6,Private,4 Year,14500,40550,55050,40550,55050,2739,0,0.01,0.02,0.06,0,0.02,0.12,0.02,0.1,0.76,0.68,0.32
6,University South Carolina Columbia,South Carolina,South,South Atlantic,50300,89900,52,20,Public,4 Year,,12616,12616,33298,33298,32971,0,0.03,0.1,0.04,0,0.03,0.21,0.04,0.01,0.74,0.55,0.45
6,Presbyterian College,South Carolina,South,South Atlantic,48800,89900,57,14,Private,4 Year,10480,38660,49140,38660,49140,1460,0,0.03,0.14,0.02,0,0.02,0.21,0.05,0.01,0.74,0.58,0.42
6,University Sioux Falls,South Dakota,Midwest,West North Central,44400,78200,64,6,Private,4 Year,7350,18280,25630,18280,25630,1419,0,0.01,0.03,0.01,0,0.03,0.09,0.01,0.01,0.9,0.61,0.39
6,University Tennessee Knoxville,Tennessee,South,East South Central,51200,95100,52,21,Public,4 Year,11240,13006,24246,31196,42436,30386,0,0.03,0.07,0.03,0,0.02,0.16,0.04,0.03,0.76,0.51,0.49
6,Tennessee Technological University,Tennessee,South,East South Central,53100,95100,48,28,Public,4 Year,9736,9103,18839,25759,35495,11339,0,0.01,0.04,0.02,0,0.02,0.1,0.11,0,0.79,0.45,0.55
6,University Texas Health Science Center Houston,Texas,South,West South Central,65400,109400,80,14,Public,4 Year,,6380,6380,27710,27710,4556,0,0.15,0.08,0.15,0,0.02,0.41,0.13,0.04,0.42,0.64,0.36
6,Western Governors University,Utah,West,Mountain,54500,91500,57,9,Private,4 Year,,6670,6670,6670,6670,57821,0.01,0.04,0.09,0.07,0.01,0.03,0.25,0,0.03,0.73,0.61,0.39
6,Bennington College,Vermont,Northeast,New England,48800,90000,50,5,Private,4 Year,15610,54360,69970,54360,69970,755,0.02,0.03,0.01,0.05,0,0.03,0.15,0.11,0.06,0.69,0.67,0.33
6,Hampden Sydney College,Virginia,South,South Atlantic,58300,108600,52,20,Private,4 Year,13558,45746,59304,45746,59304,1105,0.01,0.02,0.08,0.02,0,0.05,0.18,0,0.01,0.82,0,1
6,Seattle Pacific University,Washington,West,Pacific,53600,103400,52,9,Private,4 Year,11796,42939,54735,42939,54735,4217,0.01,0.1,0.04,0.08,0,0.07,0.29,0.04,0.03,0.64,0.68,0.32
6,Bethany College (West Virginia),West Virginia,South,South Atlantic,46000,84900,63,5,Private,4 Year,10580,29773,40353,29773,40353,757,0.01,0,0.19,0.04,0,0.02,0.26,0.03,0.16,0.55,0.42,0.58
6,Bellin College,Wisconsin,Midwest,East North Central,55800,97600,94,0,Private,4 Year,,22178,22178,22178,22178,351,0.01,0.01,0,0.01,0,0,0.04,0,0.01,0.95,0.93,0.07
7,Birmingham Southern College,Alabama,South,East South Central,49100,88300,48,27,Private,4 Year,12350,17650,30000,17650,30000,1185,0.01,0.05,0.11,0.02,0,0.01,0.2,0,0.01,0.8,0.46,0.54
7,Prescott College,Arizona,West,Mountain,41200,73500,69,0,Private,4 Year,7700,31485,39185,31485,39185,848,0.03,0.01,0.03,0.03,0,0.05,0.14,0.03,0.07,0.75,0.67,0.33
7,University Arkansas Little Rock,Arkansas,South,West South Central,45600,80800,55,13,Public,4 Year,8930,8966,17896,21206,30136,11645,0,0.02,0.23,0.06,0,0.07,0.38,0.04,0.01,0.57,0.6,0.41
7,University California Berkeley,California,West,Pacific,70700,131800,49,36,Public,4 Year,16160,14184,30344,43176,59336,37565,0,0.3,0.02,0.12,0,0.04,0.49,0.16,0.04,0.31,0.5,0.5
7,University Hartford,Connecticut,Northeast,New England,55200,101600,53,15,Private,4 Year,12476,40694,53170,40694,53170,6817,0,0.03,0.13,0.09,0,0.02,0.28,0.07,0.07,0.58,0.51,0.49
7,Embry Riddle Aeronautical University Worldwide,Florida,South,South Atlantic,55800,96800,67,3,Private,4 Year,,9360,9360,9360,9360,14176,0.01,0.03,0.09,0.05,0.01,0.06,0.23,0.03,0.19,0.55,0.14,0.86
7,Georgia State University,Georgia,South,South Atlantic,50600,90800,47,18,Public,4 Year,11378,10858,22236,29432,40810,32556,0,0.1,0.37,0.08,0,0.04,0.59,0.05,0.03,0.33,0.59,0.41
7,Lewis Clark State College,Idaho,West,Mountain,44900,77600,60,5,Public,4 Year,7580,6618,14198,19236,26816,4304,0.02,0.01,0.01,0.05,0,0.02,0.12,0.03,0.03,0.83,0.61,0.39
7,University Illinois Chicago,Illinois,Midwest,East North Central,56300,103800,48,31,Public,4 Year,12074,13764,25838,26980,39054,27969,0,0.19,0.08,0.19,0,0.02,0.49,0.09,0.02,0.4,0.54,0.46
7,Butler University,Indiana,Midwest,East North Central,51800,99300,53,9,Private,4 Year,13830,41120,54950,41120,54950,4848,0,0.03,0.04,0.03,0,0.02,0.11,0.03,0.03,0.83,0.59,0.41
7,Loras College,Iowa,Midwest,West North Central,48000,90100,56,14,Private,4 Year,8275,34184,42459,34184,42459,1569,0,0.01,0.03,0.06,0,0.01,0.11,0.02,0.05,0.83,0.48,0.52
7,Wichita State University,Kansas,Midwest,West North Central,48700,87300,57,24,Public,4 Year,11252,8271,19523,17452,28704,14995,0.01,0.06,0.06,0.09,0,0.03,0.24,0.12,0.04,0.6,0.52,0.48
7,Transylvania University,Kentucky,South,East South Central,47900,85600,51,25,Private,4 Year,10460,38750,49210,38750,49210,1014,0,0.02,0.03,0.05,0,0.03,0.13,0.04,0.04,0.8,0.58,0.42
7,University New Orleans,Louisiana,South,West South Central,49900,91600,55,23,Public,4 Year,10575,9054,19629,13890,24465,9234,0,0.07,0.15,0.09,0,0.03,0.35,0.07,0.03,0.56,0.51,0.49
7,Saint Joseph's College Maine,Maine,Northeast,New England,46900,84300,60,2,Private,4 Year,13680,35650,49330,35650,49330,2933,0,0.01,0.03,0.02,0,0,0.07,0,0.3,0.63,0.71,0.29
7,St. John's College,Maryland,South,South Atlantic,55900,101200,,0,Private,4 Year,12602,53218,65820,53218,65820,472,0,0.03,0.02,0.07,0,0,0.12,0.1,0.04,0.74,0.42,0.58
7,Tufts University,Massachusetts,Northeast,New England,65200,118100,49,25,Private,4 Year,14560,56382,70942,56382,70942,10907,0,0.12,0.03,0.05,0,0.04,0.25,0.11,0.1,0.54,0.55,0.46
7,Albion College,Michigan,Midwest,East North Central,52100,99300,44,23,Private,4 Year,12380,45775,58155,45775,58155,1268,0,0.02,0.04,0.04,0,0.03,0.12,0.03,0.06,0.79,0.5,0.5
7,Gustavus Adolphus College,Minnesota,Midwest,West North Central,51200,96800,47,22,Private,4 Year,9910,45400,55310,45400,55310,2457,0,0.04,0.02,0.03,0,0.04,0.13,0.03,0,0.84,0.54,0.46
7,Belhaven University,Mississippi,South,East South Central,41200,74300,60,2,Private,4 Year,8500,25300,33800,25300,33800,4114,0.01,0.01,0.55,0.04,0,0.02,0.61,0.02,0.09,0.28,0.68,0.32
7,Rockhurst University,Missouri,Midwest,West North Central,54000,92500,59,11,Private,4 Year,10200,37590,47790,37590,47790,3002,0,0.03,0.05,0.05,0,0.03,0.16,0.01,0.08,0.75,0.58,0.42
7,Montana State University Billings,Montana,West,Mountain,43300,77700,59,5,Public,4 Year,7680,5930,13610,19250,26930,4768,0.04,0.01,0.01,0.05,0,0.02,0.14,0.03,0.01,0.82,0.63,0.37
7,Union College (Nebraska),Nebraska,Midwest,West North Central,49100,87800,55,9,Private,4 Year,7070,23780,30850,23780,30850,,,,,,,,,,,,,
7,Franklin Pierce University,New Hampshire,Northeast,New England,47800,85600,52,3,Private,4 Year,13345,36900,50245,36900,50245,2275,0,0.02,0.04,0.02,0,0.03,0.1,0.02,0.11,0.76,0.56,0.44
7,Colgate University,New York,Northeast,Middle Atlantic,68400,130600,41,26,Private,4 Year,13995,55870,69865,55870,69865,2888,0,0.04,0.04,0.08,0,0.04,0.2,0.09,0.04,0.67,0.54,0.46
7,North Carolina A & T State University,North Carolina,South,South Atlantic,52600,93400,61,25,Public,4 Year,7624,6612,14236,19822,27446,10725,0,0.01,0.8,0.02,0,0.03,0.86,0.04,0.04,0.06,0.55,0.45
7,Minot State University,North Dakota,Midwest,West North Central,44500,74100,55,7,Public,4 Year,6610,7064,13674,7064,13674,3410,0.02,0.01,0.05,0.05,0,0.03,0.16,0.12,0.03,0.69,0.61,0.39
7,Kenyon College,Ohio,Midwest,East North Central,55000,103800,50,17,Private,4 Year,12510,55930,68440,55930,68440,1662,0.01,0.05,0.04,0.06,0,0.04,0.19,0.05,0.03,0.74,0.55,0.45
7,Oklahoma Christian University,Oklahoma,South,West South Central,49700,87900,57,41,Private,4 Year,8190,22760,30950,22760,30950,2475,0.02,0.08,0.12,0.06,0,0.06,0.35,0,0,0.65,0.46,0.54
7,Oklahoma City University,Oklahoma,South,West South Central,47700,87900,58,9,Private,4 Year,8896,31026,39922,31026,39922,3035,0.03,0.02,0.05,0.07,0,0.07,0.24,0.16,0.01,0.59,0.59,0.41
7,University Oregon,Oregon,West,Pacific,51800,95800,46,13,Public,4 Year,12963,11898,24861,35478,48441,24096,0.01,0.05,0.02,0.09,0,0.06,0.22,0.13,0.02,0.62,0.52,0.48
7,Villanova University,Pennsylvania,Northeast,Middle Atlantic,65100,119500,41,23,Private,4 Year,14020,53308,67328,53308,67328,10735,0,0.06,0.05,0.07,0,0.02,0.2,0.03,0.03,0.73,0.52,0.48
7,New England Institute Technology,Rhode Island,Northeast,New England,51700,93200,44,14,Private,4 Year,13065,29940,43005,29940,43005,2922,0.01,0.02,0.05,0.1,0,0.01,0.18,0.04,0.11,0.68,0.32,0.68
7,Northern State University,South Dakota,Midwest,West North Central,42300,77700,56,7,Public,4 Year,8029,8498,16527,11471,19500,3531,0.02,0.01,0.01,0.02,0,0.02,0.08,0.05,0.01,0.86,0.61,0.39
7,Texas Tech University,Texas,South,West South Central,56800,106500,54,22,Public,4 Year,9530,11045,20575,23495,33025,35158,0,0.02,0.06,0.2,0,0.03,0.32,0.08,0.01,0.6,0.46,0.54
7,Utah Valley University,Utah,West,Mountain,51100,90600,57,12,Public,4 Year,,5726,5726,16296,16296,31332,0.01,0.01,0.01,0.1,0.01,0.02,0.16,0.02,0.02,0.8,0.45,0.55
7,Champlain College,Vermont,Northeast,New England,51100,88400,39,14,Private,4 Year,15354,41010,56364,41010,56364,3585,0,0.02,0.03,0.04,0,0.06,0.14,0.01,0.18,0.67,0.42,0.58
7,University Richmond,Virginia,South,South Atlantic,59800,107500,48,13,Private,4 Year,12250,52610,64860,52610,64860,4182,0,0.05,0.08,0.06,0,0.03,0.23,0.09,0.07,0.61,0.54,0.46
7,Whitman College,Washington,West,Pacific,54600,102600,53,33,Private,4 Year,13174,51764,64938,51764,64938,1498,0,0.05,0.01,0.08,0,0.06,0.2,0.04,0.03,0.73,0.56,0.44
7,Wheeling Jesuit University,West Virginia,South,South Atlantic,44800,83400,57,5,Private,4 Year,9900,29290,39190,29290,39190,1575,0,0.01,0.04,0.02,0,0.02,0.1,0.03,0.09,0.79,0.56,0.44
7,University Wisconsin Eau Claire,Wisconsin,Midwest,East North Central,52100,93600,46,14,Public,4 Year,7813,8820,16633,17096,24909,10721,0,0.04,0.01,0.02,0,0.02,0.09,0.02,0,0.89,0.6,0.4
8,University Alabama Birmingham,Alabama,South,East South Central,48600,87200,57,17,Public,4 Year,6400,10710,17110,24630,31030,18698,0,0.05,0.21,0.03,0,0.03,0.32,0.04,0.01,0.63,0.6,0.4
8,Ouachita Baptist University,Arkansas,South,West South Central,44100,80200,58,18,Private,4 Year,7880,26790,34670,26790,34670,1501,0.01,0.01,0.09,0.04,0,0,0.14,0.03,0,0.83,0.51,0.49
8,California State University Maritime Academy,California,West,Pacific,70500,129600,57,15,Public,4 Year,12576,7135,19711,13273,25849,1047,0,0.09,0.02,0.17,0,0.11,0.39,0.01,0.06,0.54,0.14,0.86
8,Regis University,Colorado,West,Mountain,55500,94800,58,13,Private,4 Year,11560,36810,48370,36810,48370,9208,0.01,0.05,0.06,0.15,0,0.03,0.29,0.01,0.09,0.61,0.63,0.37
8,Connecticut College,Connecticut,Northeast,New England,57500,100800,36,30,Private,4 Year,15150,54820,69970,54820,69970,1900,0,0.04,0.03,0.09,0,0.03,0.18,0.05,0.05,0.72,0.62,0.38
8,Florida State University,Florida,South,South Atlantic,50800,92700,49,18,Public,4 Year,10816,6516,17332,21683,32499,41226,0,0.03,0.08,0.16,0,0.03,0.3,0.05,0.02,0.64,0.55,0.45
8,Georgia Southern University,Georgia,South,South Atlantic,49000,88000,49,17,Public,4 Year,10070,7422,17492,20904,30974,20517,0,0.01,0.26,0.06,0,0.02,0.35,0.02,0.02,0.61,0.52,0.48
8,DePaul University,Illinois,Midwest,East North Central,55700,102900,43,15,Private,4 Year,14235,39975,54210,39975,54210,23799,0,0.08,0.09,0.14,0,0.03,0.34,0.06,0.06,0.54,0.53,0.47
8,Valparaiso University,Indiana,Midwest,East North Central,53300,98000,52,31,Private,4 Year,11860,40260,52120,40260,52120,4507,0,0.02,0.06,0.07,0,0.02,0.18,0.14,0.03,0.65,0.51,0.49
8,Dordt College,Iowa,Midwest,West North Central,51000,89600,57,17,Private,4 Year,9590,30870,40460,30870,40460,1459,0,0.01,0.02,0.01,0.07,0,0.11,0.08,0.09,0.72,0.46,0.54
8,Pittsburg State University,Kansas,Midwest,West North Central,47100,84900,51,8,Public,4 Year,7778,7298,15076,18642,26420,7479,0.01,0.01,0.04,0.04,0,0.05,0.15,0.07,0,0.78,0.51,0.49
8,Western Kentucky University,Kentucky,South,East South Central,45500,83100,49,10,Public,4 Year,8343,10602,18945,26496,34839,20171,0,0.01,0.1,0.03,0,0.02,0.16,0.07,0.01,0.76,0.58,0.42
8,Thomas College,Maine,Northeast,New England,46100,81500,49,3,Private,4 Year,11250,26900,38150,26900,38150,1404,0,0.01,0.02,0.01,0,0.06,0.11,0.02,0.13,0.74,0.55,0.45
8,"University Maryland, Baltimore",Maryland,South,South Atlantic,57300,99600,76,4,Public,4 Year,,11033,11033,39267,39267,6276,0,0.15,0.15,0.05,0,0.03,0.39,0.04,0.02,0.55,0.71,0.29
8,University Maryland University College,Maryland,South,South Atlantic,55300,99600,59,27,Public,4 Year,,7416,7416,12336,12336,47906,0.01,0.05,0.3,0.1,0.01,0.03,0.49,0.01,0.09,0.4,0.49,0.52
8,Massachusetts Maritime Academy,Massachusetts,Northeast,New England,67900,117500,53,47,Public,4 Year,12675,9724,22399,26102,38777,1497,0.01,0.03,0.02,0.03,0,0.01,0.1,0.01,0.02,0.88,0.13,0.87
8,Kalamazoo College,Michigan,Midwest,East North Central,51600,94500,52,31,Private,4 Year,9756,48516,58272,48516,58272,1461,0,0.06,0.05,0.09,0,0.05,0.26,0.08,0.06,0.61,0.57,0.43
8,Delta State University,Mississippi,South,East South Central,40800,74200,63,5,Public,4 Year,7722,7246,14968,7246,14968,3614,0,0.01,0.37,0.01,0,0.01,0.4,0.03,0.01,0.56,0.62,0.38
8,Westminster College (Missouri),Missouri,Midwest,West North Central,49400,91600,52,25,Private,4 Year,10140,27600,37740,27600,37740,954,0.02,0.01,0.08,0.04,0,0.01,0.16,0.16,0.03,0.65,0.43,0.57
8,Montana State University Northern,Montana,West,Mountain,43400,75400,63,1,Public,4 Year,6520,5956,12476,18556,25076,1230,0.13,0.01,0.01,0.01,0,0,0.17,0.02,0.05,0.77,0.5,0.5
8,Hastings College,Nebraska,Midwest,West North Central,48600,87100,55,14,Private,4 Year,9700,30050,39750,30050,39750,1212,0.01,0.01,0.03,0.06,0,0.03,0.14,0.02,0.01,0.83,0.49,0.51
8,Rivier University,New Hampshire,Northeast,New England,49500,85100,58,41,Private,4 Year,12526,31790,44316,31790,44316,2349,0,0.13,0.03,0.04,0,0.02,0.21,0,0.08,0.71,0.75,0.25
8,Rider University,New Jersey,Northeast,Middle Atlantic,51600,99000,47,5,Private,4 Year,14700,41310,56010,41310,56010,5294,0,0.04,0.1,0.1,0,0.02,0.27,0.04,0.05,0.64,0.6,0.4
8,Clarkson University,New York,Northeast,Middle Atlantic,66400,130100,58,58,Private,4 Year,14908,49444,64352,49444,64352,3873,0,0.03,0.02,0.04,0,0.02,0.12,0.08,0.03,0.77,0.31,0.69
8,University North Carolina Charlotte,North Carolina,South,South Atlantic,52500,92600,49,25,Public,4 Year,11100,7044,18144,20478,31578,27238,0,0.05,0.16,0.07,0,0.03,0.32,0.06,0.03,0.59,0.5,0.51
8,Valley City State University,North Dakota,Midwest,West North Central,39900,68600,56,3,Public,4 Year,6446,7626,14072,17166,23612,1378,0.01,0.01,0.03,0.04,0,0.03,0.12,0.03,0.01,0.84,0.59,0.41
8,Mount Carmel College Nursing,Ohio,Midwest,East North Central,56600,99700,78,0,Private,4 Year,5000,13907,18907,13907,18907,1084,0,0.01,0.06,0.02,0,0.02,0.12,0,0.01,0.87,0.9,0.1
8,Pacific University,Oregon,West,Pacific,50200,94000,66,8,Private,4 Year,12528,44298,56826,44298,56826,3640,0.01,0.14,0.02,0.08,0.02,0.07,0.33,0.04,0.06,0.57,0.63,0.37
8,University Sciences,Pennsylvania,Northeast,Middle Atlantic,60700,115200,72,12,Private,4 Year,15938,25000,40938,25000,40938,2748,0,0.32,0.06,0.03,0,0.02,0.44,0.04,0.1,0.42,0.61,0.39
8,Roger Williams University,Rhode Island,Northeast,New England,52900,92700,48,12,Private,4 Year,15890,34522,50412,34522,50412,4884,0.01,0.02,0.02,0.05,0,0,0.11,0.05,0.13,0.72,0.51,0.49
8,College Charleston,South Carolina,South,South Atlantic,47300,85100,44,20,Public,4 Year,12166,12738,24904,31920,44086,11456,0,0.02,0.07,0.04,0,0.04,0.17,0.02,0.01,0.81,0.64,0.36
8,Mount Marty College,South Dakota,Midwest,West North Central,41400,76500,67,5,Private,4 Year,7986,27276,35262,27276,35262,1236,0.02,0.01,0.03,0.05,0,0,0.12,0,0,0.88,0.59,0.41
8,University Memphis,Tennessee,South,East South Central,47200,85800,55,12,Public,4 Year,9975,9701,19676,21413,31388,21059,0,0.03,0.34,0.04,0,0.03,0.44,0.03,0.02,0.51,0.6,0.4
8,Texas Tech University Health Sciences Center,Texas,South,West South Central,61300,104900,86,3,Public,4 Year,,7911,7911,20361,20361,4931,0.01,0.15,0.07,0.17,0,0,0.39,0.01,0.06,0.54,0.69,0.32
8,Southern Utah University,Utah,West,Mountain,46400,84400,65,7,Public,4 Year,7090,6769,13859,20585,27675,7656,0.01,0.01,0.01,0.05,0.01,0.01,0.1,0.05,0.06,0.8,0.55,0.45
8,College St Joseph,Vermont,Northeast,New England,47000,85000,72,0,Private,4 Year,12000,18520,30520,18520,30520,332,0,0,0.16,0.08,0,0,0.24,0.01,0,0.75,0.52,0.48
8,George Mason University,Virginia,South,South Atlantic,58900,105700,48,23,Public,4 Year,11460,12462,23922,35922,47382,33729,0,0.15,0.09,0.1,0,0.04,0.39,0.06,0.07,0.49,0.54,0.46
8,University Puget Sound,Washington,West,Pacific,54200,101300,45,21,Private,4 Year,12540,49776,62316,49776,62316,2826,0,0.07,0.01,0.07,0,0.09,0.23,0,0.02,0.75,0.59,0.41
8,University Charleston,West Virginia,South,South Atlantic,44600,81900,51,4,Private,4 Year,9180,30900,40080,30900,40080,2111,0.01,0.03,0.1,0.03,0,0.01,0.17,0.06,0.15,0.61,0.55,0.45
9,University South Alabama,Alabama,South,East South Central,47700,86400,56,17,Public,4 Year,7620,9870,17490,19740,27360,15805,0.01,0.03,0.21,0.03,0,0.02,0.3,0.04,0.02,0.64,0.61,0.39
9,Southern Arkansas University,Arkansas,South,West South Central,42800,80100,56,53,Public,4 Year,6240,8676,14916,12786,19026,3546,0.01,0.01,0.27,0.02,0.01,0.01,0.32,0.05,0.01,0.63,0.58,0.42
9,Claremont McKenna College,California,West,Pacific,68500,125400,43,16,Private,4 Year,16705,54405,71110,54405,71110,1324,0,0.11,0.04,0.12,0,0.08,0.34,0.17,0.07,0.42,0.48,0.52
9,University Colorado Colorado Springs,Colorado,West,Mountain,52200,90900,53,21,Public,4 Year,10500,10463,20963,24893,35393,11761,0,0.03,0.04,0.14,0,0.06,0.28,0.03,0.03,0.67,0.53,0.47
9,Sacred Heart University,Connecticut,Northeast,New England,55000,100500,46,15,Private,4 Year,15310,41420,56730,41420,56730,7781,0,0.02,0.05,0.06,0,0.01,0.15,0.05,0.13,0.68,0.67,0.33
9,University Tampa,Florida,South,South Atlantic,49200,91500,48,8,Private,4 Year,10810,29208,40018,29208,40018,7683,0,0.02,0.05,0.12,0,0.03,0.22,0.12,0.09,0.58,0.56,0.44
9,University North Georgia,Georgia,South,South Atlantic,47300,85600,51,8,Public,4 Year,7876,7336,15212,21148,29024,16064,0,0.03,0.04,0.09,0,0.03,0.19,0.01,0.01,0.78,0.56,0.45
9,Lake Forest College,Illinois,Midwest,East North Central,55400,102600,46,21,Private,4 Year,10390,47064,57454,47064,57454,1626,0,0.05,0.07,0.15,0,0.04,0.3,0.09,0.03,0.58,0.57,0.43
9,Indiana University Bloomington,Indiana,Midwest,East North Central,53600,97100,47,16,Public,4 Year,10465,10681,21146,35456,45921,46416,0,0.04,0.04,0.04,0,0.03,0.16,0.14,0.01,0.7,0.5,0.5
9,Central College,Iowa,Midwest,West North Central,49000,88800,55,36,Private,4 Year,10280,37295,47575,37295,47575,1411,0,0.01,0.02,0.03,0,0.01,0.08,0.01,0.03,0.88,0.52,0.48
9,Georgetown College,Kentucky,South,East South Central,45000,81900,54,10,Private,4 Year,9780,38650,48430,38650,48430,1262,0,0.01,0.08,0.03,0,0.03,0.15,0.01,0.02,0.81,0.6,0.4
9,Loyola University New Orleans,Louisiana,South,West South Central,47900,88600,47,4,Private,4 Year,13380,39692,53072,39692,53072,4330,0.01,0.03,0.15,0.13,0,0.03,0.35,0.03,0.07,0.55,0.62,0.38
9,University Southern Maine,Maine,Northeast,New England,46900,81300,55,8,Public,4 Year,9450,9520,18970,22780,32230,8428,0.01,0.02,0.03,0.02,0,0.02,0.09,0.01,0.14,0.76,0.59,0.41
9,Bentley University,Massachusetts,Northeast,New England,66600,116600,36,7,Private,4 Year,16320,49880,66200,49880,66200,5565,0,0.08,0.03,0.06,0,0.02,0.18,0.21,0.04,0.56,0.43,0.57
9,Oakland University,Michigan,Midwest,East North Central,51300,93300,49,19,Public,4 Year,10100,12606,22706,24230,34330,20519,0,0.05,0.08,0.03,0,0.02,0.18,0.03,0.05,0.74,0.58,0.42
9,University Minnesota Duluth,Minnesota,Midwest,West North Central,53200,95700,48,30,Public,4 Year,7760,13367,21127,18485,26245,11093,0.01,0.03,0.02,0.02,0,0.03,0.11,0.03,0.05,0.82,0.47,0.53
9,William Carey University,Mississippi,South,East South Central,41100,71800,61,6,Private,4 Year,6810,12600,19410,12600,19410,3936,0,0.03,0.28,0.02,0,0,0.33,0.02,0.01,0.64,0.67,0.33
9,University Missouri Kansas City,Missouri,Midwest,West North Central,50800,89600,55,24,Public,4 Year,10334,9884,20218,25010,35344,16146,0,0.06,0.11,0.06,0,0.03,0.26,0.1,0.05,0.59,0.55,0.45
9,University Montana Western,Montana,West,Mountain,35400,63700,63,4,Public,4 Year,7950,5717,13667,17179,25129,1375,0.02,0.01,0.01,0.04,0,0.01,0.09,0,0.05,0.86,0.57,0.43
9,Doane University Arts & Sciences,Nebraska,Midwest,West North Central,47300,85300,51,21,Private,4 Year,9400,33800,43200,33800,43200,,,,,,,,,,,,,
